312,33.10849644
313,33.29428375
314,35.60397723
315,35.33614012
316,33.95701506
317,35.16914759
318,35.92430987
319,35.81820171
320,37.36378976
321,36.74459793
322,35.27569759
323,35.9767425
324,36.17811539
325,35.68567729
326,35.54212562
327,38.78114238
328,36.46819618
329,38.07352601
330,36.56662256
331,38.1938068
332,37.42919226
333,37.44666875
334,37.16795054
335,34.97440399
336,35.6174255
337,37.37634133
338,37.26137677
339,38.09726659
340,36.04071363
341,37.07494746
342,34.4281316
343,35.1959716
344,35.26041345
345,36.9398346
346,33.58933988
347,35.00075536
348,35.97807689
349,35.66631707
350,35.44925794
351,33.69565848
352,35.38969147
353,35.96432261
354,33.6956667
355,34.05230212
356,32.70536873
357,33.91009672
358,34.45606416
359,34.97972516
360,32.36260234
361,31.69621537
362,33.02307596
363,33.94445036
364,32.2763097
365,32.06228645
366,34.25956906
367,33.61620818
368,35.00141908
369,34.47493965
370,34.31576327
371,33.24772844
372,32.95185358
373,32.55224164
374,33.06560689
375,35.2082848
376,34.50372086
377,33.54922461
378,35.46287805
379,34.68829823
380,35.04640557
381,33.48711975
382,34.03264662
383,34.43296169
384,35.7571391
385,32.58466542
386,34.44295272
387,35.43369124
388,37.7196386
389,37.55863215
390,35.11245844
391,37.36667774
392,36.41904568
393,38.11951592
394,39.351325
395,38.87795167
396,38.8144378
397,38.96059714
398,39.95536453
399,39.78580611
400,40.70319964
401,41.32804151
402,42.79937243
403,38.43432481
404,42.12051726
405,42.50068551
406,43.89812523
407,42.18632495
408,43.99716859
409,43.67726129
410,42.98072384
411,43.59181621
412,44.98283057
413,42.17674627
414,46.49541908
415,45.58212027
416,42.7202171
417,45.66108535
418,45.03844556
419,44.96618253
420,45.0371585
421,46.12237848
422,46.18891162
423,46.82075672
424,47.25058257
425,45.91853936
426,46.83241571
427,47.77383153
428,48.12984438
429,46.74042025
430,46.66834779
431,47.41473153
432,46.93101415
433,48.24438209
434,47.41007874
435,46.92607209
436,46.77346554
437,47.80447575
438,45.7000972
439,46.60252512
440,45.59290618
441,47.37025588
442,46.46333171
443,46.19762396
444,47.57763766
445,46.92624737
446,46.1536802
447,45.94947611
448,46.37457004
449,44.22344538
450,43.18937717
451,44.3387774
452,45.63204816
453,43.87816917
454,43.67301546
455,42.11959709
456,43.89387883
457,44.40734798
458,42.67367897
459,43.76501429
460,44.74698445
461,43.14500236
462,42.41214263
463,44.1631715
464,41.81378406
465,43.00929934
466,42.80360515
467,44.30252713
468,42.88123048
469,43.47049118
470,44.42168141
471,42.43276664
472,44.57582419
473,43.56138481
474,43.4549005
475,43.06396235
476,43.8737132
477,42.1428636
478,43.60856585
479,44.16778079
480,42.90474298
481,44.99882414
482,43.304605
483,44.4468626
484,45.49241923
485,44.46713555
486,46.27348465
487,45.76034556
488,45.37440079
489,46.19246701
490,48.28190231
491,47.81719203
492,47.23213374
493,48.03313818
494,46.73599653
495,47.12327054
496,48.58597108
497,48.6738899
498,48.52018743
499,48.50385022
500,50.17026668
